"","ENSEMBLE_ID","symbol","id_symbol"
"13072","ENSG00000171530","TBCA","ENSG00000171530;TBCA"
"1681","ENSG00000086015","MAST2","ENSG00000086015;MAST2"
"7629","ENSG00000138246","DNAJC13","ENSG00000138246;DNAJC13"
"7930","ENSG00000140284","SLC27A2","ENSG00000140284;SLC27A2"
"10508","ENSG00000160691","SHC1","ENSG00000160691;SHC1"
"6893","ENSG00000134389","CFHR5","ENSG00000134389;CFHR5"
"3657","ENSG00000109320","NFKB1","ENSG00000109320;NFKB1"
"476","ENSG00000029363","BCLAF1","ENSG00000029363;BCLAF1"
"7781","ENSG00000139194","RBP5","ENSG00000139194;RBP5"
"4037","ENSG00000112293","GPLD1","ENSG00000112293;GPLD1"
"11466","ENSG00000164919","COX6C","ENSG00000164919;COX6C"
"11674","ENSG00000165795","NDRG2","ENSG00000165795;NDRG2"
"7247","ENSG00000136270","TBRG4","ENSG00000136270;TBRG4"
"6586","ENSG00000132463","GRSF1","ENSG00000132463;GRSF1"
"2256","ENSG00000100304","TTLL12","ENSG00000100304;TTLL12"
"9167","ENSG00000149177","PTPRJ","ENSG00000149177;PTPRJ"
"3770","ENSG00000110344","UBE4A","ENSG00000110344;UBE4A"
"10967","ENSG00000163346","PBXIP1","ENSG00000163346;PBXIP1"
"23","ENSG00000002549","LAP3","ENSG00000002549;LAP3"
"16808","ENSG00000188895","MSL1","ENSG00000188895;MSL1"
"12455","ENSG00000168906","MAT2A","ENSG00000168906;MAT2A"
"1038","ENSG00000068323","TFE3","ENSG00000068323;TFE3"
"13729","ENSG00000174718","RESF1","ENSG00000174718;RESF1"
"6618","ENSG00000132613","MTSS2","ENSG00000132613;MTSS2"
"7109","ENSG00000135597","REPS1","ENSG00000135597;REPS1"
"4577","ENSG00000116539","ASH1L","ENSG00000116539;ASH1L"
"8326","ENSG00000143183","TMCO1","ENSG00000143183;TMCO1"
"17808","ENSG00000198722","UNC13B","ENSG00000198722;UNC13B"
"9362","ENSG00000151148","UBE3B","ENSG00000151148;UBE3B"
"16358","ENSG00000187017","ESPN","ENSG00000187017;ESPN"
"1766","ENSG00000088280","ASAP3","ENSG00000088280;ASAP3"
"12685","ENSG00000169895","SYAP1","ENSG00000169895;SYAP1"
"7362","ENSG00000136888","ATP6V1G1","ENSG00000136888;ATP6V1G1"
"6598","ENSG00000132510","KDM6B","ENSG00000132510;KDM6B"
"17541","ENSG00000197892","KIF13B","ENSG00000197892;KIF13B"
"2135","ENSG00000099917","MED15","ENSG00000099917;MED15"
"3601","ENSG00000108848","LUC7L3","ENSG00000108848;LUC7L3"
"5951","ENSG00000127837","AAMP","ENSG00000127837;AAMP"
"10599","ENSG00000161542","PRPSAP1","ENSG00000161542;PRPSAP1"
"7314","ENSG00000136699","SMPD4","ENSG00000136699;SMPD4"
"13474","ENSG00000173281","PPP1R3B","ENSG00000173281;PPP1R3B"
"50080","ENSG00000269713","NBPF9","ENSG00000269713;NBPF9"
"260","ENSG00000010322","NISCH","ENSG00000010322;NISCH"
"7453","ENSG00000137364","TPMT","ENSG00000137364;TPMT"
"2130","ENSG00000099889","ARVCF","ENSG00000099889;ARVCF"
"17936","ENSG00000198947","DMD","ENSG00000198947;DMD"
"11956","ENSG00000166887","VPS39","ENSG00000166887;VPS39"
"7315","ENSG00000136709","WDR33","ENSG00000136709;WDR33"
"966","ENSG00000066248","NGEF","ENSG00000066248;NGEF"
"9205","ENSG00000149480","MTA2","ENSG00000149480;MTA2"
"3741","ENSG00000110075","PPP6R3","ENSG00000110075;PPP6R3"
"5278","ENSG00000122565","CBX3","ENSG00000122565;CBX3"
"296","ENSG00000011405","PIK3C2A","ENSG00000011405;PIK3C2A"
"4350","ENSG00000114999","TTL","ENSG00000114999;TTL"
"1557","ENSG00000082146","STRADB","ENSG00000082146;STRADB"
"10959","ENSG00000163297","ANTXR2","ENSG00000163297;ANTXR2"
"1180","ENSG00000072135","PTPN18","ENSG00000072135;PTPN18"
"6985","ENSG00000134962","KLB","ENSG00000134962;KLB"
"7062","ENSG00000135390","ATP5MC2","ENSG00000135390;ATP5MC2"
"6638","ENSG00000132694","ARHGEF11","ENSG00000132694;ARHGEF11"
"7289","ENSG00000136527","TRA2B","ENSG00000136527;TRA2B"
"22857","ENSG00000214706","IFRD2","ENSG00000214706;IFRD2"
"7325","ENSG00000136754","ABI1","ENSG00000136754;ABI1"
"25051","ENSG00000224051","CPTP","ENSG00000224051;CPTP"
"5129","ENSG00000121060","TRIM25","ENSG00000121060;TRIM25"
"1520","ENSG00000081041","CXCL2","ENSG00000081041;CXCL2"
"6537","ENSG00000132153","DHX30","ENSG00000132153;DHX30"
"5595","ENSG00000124875","CXCL6","ENSG00000124875;CXCL6"
"4073","ENSG00000112531","QKI","ENSG00000112531;QKI"
"2532","ENSG00000101444","AHCY","ENSG00000101444;AHCY"
"5447","ENSG00000124098","FAM210B","ENSG00000124098;FAM210B"
"11829","ENSG00000166387","PPFIBP2","ENSG00000166387;PPFIBP2"
"6667","ENSG00000132849","PATJ","ENSG00000132849;PATJ"
"16217","ENSG00000186432","KPNA4","ENSG00000186432;KPNA4"
"1092","ENSG00000070010","UFD1","ENSG00000070010;UFD1"
"6231","ENSG00000130254","SAFB2","ENSG00000130254;SAFB2"
"4357","ENSG00000115073","ACTR1B","ENSG00000115073;ACTR1B"
"767","ENSG00000056998","GYG2","ENSG00000056998;GYG2"
"5912","ENSG00000127418","FGFRL1","ENSG00000127418;FGFRL1"
"3108","ENSG00000105429","MEGF8","ENSG00000105429;MEGF8"
"1360","ENSG00000076928","ARHGEF1","ENSG00000076928;ARHGEF1"
"13932","ENSG00000175756","AURKAIP1","ENSG00000175756;AURKAIP1"
"3551","ENSG00000108561","C1QBP","ENSG00000108561;C1QBP"
"3075","ENSG00000105323","HNRNPUL1","ENSG00000105323;HNRNPUL1"
"5001","ENSG00000120063","GNA13","ENSG00000120063;GNA13"
"2980","ENSG00000104859","CLASRP","ENSG00000104859;CLASRP"
"10149","ENSG00000157933","SKI","ENSG00000157933;SKI"
"10914","ENSG00000163125","RPRD2","ENSG00000163125;RPRD2"
"3998","ENSG00000112079","STK38","ENSG00000112079;STK38"
"9424","ENSG00000151631","AKR1C6P","ENSG00000151631;AKR1C6P"
"2932","ENSG00000104518","GSDMD","ENSG00000104518;GSDMD"
"4567","ENSG00000116406","EDEM3","ENSG00000116406;EDEM3"
"4472","ENSG00000115694","STK25","ENSG00000115694;STK25"
"13347","ENSG00000172725","CORO1B","ENSG00000172725;CORO1B"
"7751","ENSG00000138942","RNF185","ENSG00000138942;RNF185"
"12533","ENSG00000169220","RGS14","ENSG00000169220;RGS14"
"5942","ENSG00000127663","KDM4B","ENSG00000127663;KDM4B"
"1703","ENSG00000086666","ZFAND6","ENSG00000086666;ZFAND6"
"17553","ENSG00000197930","ERO1A","ENSG00000197930;ERO1A"
"8647","ENSG00000145050","MANF","ENSG00000145050;MANF"
"1885","ENSG00000090539","CHRD","ENSG00000090539;CHRD"
"11262","ENSG00000164164","OTUD4","ENSG00000164164;OTUD4"
"8067","ENSG00000141198","TOM1L1","ENSG00000141198;TOM1L1"
"16031","ENSG00000185728","YTHDF3","ENSG00000185728;YTHDF3"
"10291","ENSG00000159131","GART","ENSG00000159131;GART"
"2387","ENSG00000100811","YY1","ENSG00000100811;YY1"
"8952","ENSG00000147364","FBXO25","ENSG00000147364;FBXO25"
"5429","ENSG00000123908","AGO2","ENSG00000123908;AGO2"
"4220","ENSG00000113732","ATP6V0E1","ENSG00000113732;ATP6V0E1"
"13294","ENSG00000172432","GTPBP2","ENSG00000172432;GTPBP2"
"48535","ENSG00000266338","NBPF15","ENSG00000266338;NBPF15"
"20311","ENSG00000206053","JPT2","ENSG00000206053;JPT2"
"5227","ENSG00000122042","UBL3","ENSG00000122042;UBL3"
"12340","ENSG00000168397","ATG4B","ENSG00000168397;ATG4B"
"8714","ENSG00000145632","PLK2","ENSG00000145632;PLK2"
"1432","ENSG00000078668","VDAC3","ENSG00000078668;VDAC3"
"5897","ENSG00000127314","RAP1B","ENSG00000127314;RAP1B"
"3571","ENSG00000108679","LGALS3BP","ENSG00000108679;LGALS3BP"
"2429","ENSG00000101049","SGK2","ENSG00000101049;SGK2"
"5078","ENSG00000120690","ELF1","ENSG00000120690;ELF1"
"836","ENSG00000061987","MON2","ENSG00000061987;MON2"
"7266","ENSG00000136381","IREB2","ENSG00000136381;IREB2"
"29491","ENSG00000230590","FTX","ENSG00000230590;FTX"
"14385","ENSG00000177963","RIC8A","ENSG00000177963;RIC8A"
"553","ENSG00000038532","CLEC16A","ENSG00000038532;CLEC16A"
"9160","ENSG00000149100","EIF3M","ENSG00000149100;EIF3M"
"5122","ENSG00000120992","LYPLA1","ENSG00000120992;LYPLA1"
"11987","ENSG00000166974","MAPRE2","ENSG00000166974;MAPRE2"
"4319","ENSG00000114745","GORASP1","ENSG00000114745;GORASP1"
"9926","ENSG00000156030","MIDEAS","ENSG00000156030;MIDEAS"
"8702","ENSG00000145494","NDUFS6","ENSG00000145494;NDUFS6"
"813","ENSG00000060339","CCAR1","ENSG00000060339;CCAR1"
"10306","ENSG00000159202","UBE2Z","ENSG00000159202;UBE2Z"
"250","ENSG00000010244","ZNF207","ENSG00000010244;ZNF207"
"9265","ENSG00000149930","TAOK2","ENSG00000149930;TAOK2"
"10098","ENSG00000157483","MYO1E","ENSG00000157483;MYO1E"
"11991","ENSG00000166987","MBD6","ENSG00000166987;MBD6"
"3197","ENSG00000105819","PMPCB","ENSG00000105819;PMPCB"
"56348","ENSG00000281649","EBLN3P","ENSG00000281649;EBLN3P"
"8949","ENSG00000147274","RBMX","ENSG00000147274;RBMX"
"7171","ENSG00000135924","DNAJB2","ENSG00000135924;DNAJB2"
"7308","ENSG00000136689","IL1RN","ENSG00000136689;IL1RN"
"9963","ENSG00000156304","SCAF4","ENSG00000156304;SCAF4"
"12893","ENSG00000170832","USP32","ENSG00000170832;USP32"
"14500","ENSG00000178605","GTPBP6","ENSG00000178605;GTPBP6"
"1543","ENSG00000081791","DELE1","ENSG00000081791;DELE1"
"6038","ENSG00000128590","DNAJB9","ENSG00000128590;DNAJB9"
"5983","ENSG00000128159","TUBGCP6","ENSG00000128159;TUBGCP6"
"13580","ENSG00000173848","NET1","ENSG00000173848;NET1"
"5333","ENSG00000123066","MED13L","ENSG00000123066;MED13L"
"9543","ENSG00000152518","ZFP36L2","ENSG00000152518;ZFP36L2"
"2696","ENSG00000102753","KPNA3","ENSG00000102753;KPNA3"
"13858","ENSG00000175336","APOF","ENSG00000175336;APOF"
"299","ENSG00000011451","WIZ","ENSG00000011451;WIZ"
"10748","ENSG00000162545","CAMK2N1","ENSG00000162545;CAMK2N1"
"12461","ENSG00000168924","LETM1","ENSG00000168924;LETM1"
"640","ENSG00000048392","RRM2B","ENSG00000048392;RRM2B"
"7541","ENSG00000137824","RMDN3","ENSG00000137824;RMDN3"
"10382","ENSG00000159788","RGS12","ENSG00000159788;RGS12"
"13548","ENSG00000173674","EIF1AX","ENSG00000173674;EIF1AX"
"14380","ENSG00000177943","MAMDC4","ENSG00000177943;MAMDC4"
"16010","ENSG00000185651","UBE2L3","ENSG00000185651;UBE2L3"
"8592","ENSG00000144659","SLC25A38","ENSG00000144659;SLC25A38"
"17516","ENSG00000197818","SLC9A8","ENSG00000197818;SLC9A8"
"9006","ENSG00000147684","NDUFB9","ENSG00000147684;NDUFB9"
"5430","ENSG00000123933","MXD4","ENSG00000123933;MXD4"
"4906","ENSG00000119487","MAPKAP1","ENSG00000119487;MAPKAP1"
"7941","ENSG00000140350","ANP32A","ENSG00000140350;ANP32A"
"1097","ENSG00000070061","ELP1","ENSG00000070061;ELP1"
"14149","ENSG00000176871","WSB2","ENSG00000176871;WSB2"
"4301","ENSG00000114573","ATP6V1A","ENSG00000114573;ATP6V1A"
"9832","ENSG00000155090","KLF10","ENSG00000155090;KLF10"
"3703","ENSG00000109787","KLF3","ENSG00000109787;KLF3"
"13564","ENSG00000173757","STAT5B","ENSG00000173757;STAT5B"
"2577","ENSG00000101846","STS","ENSG00000101846;STS"
"14570","ENSG00000178982","EIF3K","ENSG00000178982;EIF3K"
"4360","ENSG00000115091","ACTR3","ENSG00000115091;ACTR3"
"16882","ENSG00000189180","ZNF33A","ENSG00000189180;ZNF33A"
"709","ENSG00000053371","AKR7A2","ENSG00000053371;AKR7A2"
"1891","ENSG00000090621","PABPC4","ENSG00000090621;PABPC4"
"17649","ENSG00000198198","SZT2","ENSG00000198198;SZT2"
"4477","ENSG00000115756","HPCAL1","ENSG00000115756;HPCAL1"
"3337","ENSG00000106615","RHEB","ENSG00000106615;RHEB"
"15835","ENSG00000184983","NDUFA6","ENSG00000184983;NDUFA6"
"12019","ENSG00000167114","SLC27A4","ENSG00000167114;SLC27A4"
"3556","ENSG00000108588","CCDC47","ENSG00000108588;CCDC47"
"16505","ENSG00000187742","SECISBP2","ENSG00000187742;SECISBP2"
"19889","ENSG00000204560","DHX16","ENSG00000204560;DHX16"
"4094","ENSG00000112695","COX7A2","ENSG00000112695;COX7A2"
"8147","ENSG00000141644","MBD1","ENSG00000141644;MBD1"
"5943","ENSG00000127666","TICAM1","ENSG00000127666;TICAM1"
"4744","ENSG00000117643","MAN1C1","ENSG00000117643;MAN1C1"
"8433","ENSG00000143624","INTS3","ENSG00000143624;INTS3"
"12212","ENSG00000167881","SRP68","ENSG00000167881;SRP68"
"4503","ENSG00000115944","COX7A2L","ENSG00000115944;COX7A2L"
"8043","ENSG00000140992","PDPK1","ENSG00000140992;PDPK1"
"11492","ENSG00000165006","UBAP1","ENSG00000165006;UBAP1"
"5603","ENSG00000125037","EMC3","ENSG00000125037;EMC3"
"281","ENSG00000011105","TSPAN9","ENSG00000011105;TSPAN9"
"4383","ENSG00000115233","PSMD14","ENSG00000115233;PSMD14"
"3645","ENSG00000109181","UGT2B10","ENSG00000109181;UGT2B10"
"13303","ENSG00000172466","ZNF24","ENSG00000172466;ZNF24"
"54360","ENSG00000277791","PSMB3","ENSG00000277791;PSMB3"
"1307","ENSG00000075413","MARK3","ENSG00000075413;MARK3"
"3476","ENSG00000107957","SH3PXD2A","ENSG00000107957;SH3PXD2A"
"2864","ENSG00000103994","ZNF106","ENSG00000103994;ZNF106"
"12548","ENSG00000169251","NMD3","ENSG00000169251;NMD3"
"17479","ENSG00000197702","PARVA","ENSG00000197702;PARVA"
"17082","ENSG00000196428","TSC22D2","ENSG00000196428;TSC22D2"
"9741","ENSG00000154265","ABCA5","ENSG00000154265;ABCA5"
"1728","ENSG00000087191","PSMC5","ENSG00000087191;PSMC5"
"10102","ENSG00000157514","TSC22D3","ENSG00000157514;TSC22D3"
"5436","ENSG00000123992","DNPEP","ENSG00000123992;DNPEP"
"979","ENSG00000066583","ISOC1","ENSG00000066583;ISOC1"
"2417","ENSG00000100983","GSS","ENSG00000100983;GSS"
"5567","ENSG00000124713","GNMT","ENSG00000124713;GNMT"
"7829","ENSG00000139531","SUOX","ENSG00000139531;SUOX"
"1157","ENSG00000071553","ATP6AP1","ENSG00000071553;ATP6AP1"
"9295","ENSG00000150459","SAP18","ENSG00000150459;SAP18"
"8255","ENSG00000142627","EPHA2","ENSG00000142627;EPHA2"
"4481","ENSG00000115762","PLEKHB2","ENSG00000115762;PLEKHB2"
"7848","ENSG00000139631","CSAD","ENSG00000139631;CSAD"
"2406","ENSG00000100911","PSME2","ENSG00000100911;PSME2"
"3872","ENSG00000111269","CREBL2","ENSG00000111269;CREBL2"
"4974","ENSG00000119912","IDE","ENSG00000119912;IDE"
"17292","ENSG00000197111","PCBP2","ENSG00000197111;PCBP2"
"4142","ENSG00000113141","IK","ENSG00000113141;IK"
"6973","ENSG00000134884","ARGLU1","ENSG00000134884;ARGLU1"
"2787","ENSG00000103249","CLCN7","ENSG00000103249;CLCN7"
"4956","ENSG00000119771","KLHL29","ENSG00000119771;KLHL29"
"13397","ENSG00000172936","MYD88","ENSG00000172936;MYD88"
"5585","ENSG00000124789","NUP153","ENSG00000124789;NUP153"
"3669","ENSG00000109466","KLHL2","ENSG00000109466;KLHL2"
"6922","ENSG00000134574","DDB2","ENSG00000134574;DDB2"
"7578","ENSG00000138018","SELENOI","ENSG00000138018;SELENOI"
"7248","ENSG00000136271","DDX56","ENSG00000136271;DDX56"
"2827","ENSG00000103496","STX4","ENSG00000103496;STX4"
"832","ENSG00000061794","MRPS35","ENSG00000061794;MRPS35"
"2092","ENSG00000099331","MYO9B","ENSG00000099331;MYO9B"
"14976","ENSG00000181090","EHMT1","ENSG00000181090;EHMT1"
"3585","ENSG00000108788","MLX","ENSG00000108788;MLX"
"13189","ENSG00000172009","THOP1","ENSG00000172009;THOP1"
"3797","ENSG00000110693","SOX6","ENSG00000110693;SOX6"
"2113","ENSG00000099797","TECR","ENSG00000099797;TECR"
"13432","ENSG00000173120","KDM2A","ENSG00000173120;KDM2A"
"16188","ENSG00000186298","PPP1CC","ENSG00000186298;PPP1CC"
"14275","ENSG00000177426","TGIF1","ENSG00000177426;TGIF1"
"2125","ENSG00000099860","GADD45B","ENSG00000099860;GADD45B"
"1577","ENSG00000082701","GSK3B","ENSG00000082701;GSK3B"
"1419","ENSG00000078304","PPP2R5C","ENSG00000078304;PPP2R5C"
"1678","ENSG00000085982","USP40","ENSG00000085982;USP40"
"6597","ENSG00000132507","EIF5A","ENSG00000132507;EIF5A"
"4714","ENSG00000117480","FAAH","ENSG00000117480;FAAH"
"10459","ENSG00000160294","MCM3AP","ENSG00000160294;MCM3AP"
"11790","ENSG00000166233","ARIH1","ENSG00000166233;ARIH1"
"2646","ENSG00000102225","CDK16","ENSG00000102225;CDK16"
"6037","ENSG00000128585","MKLN1","ENSG00000128585;MKLN1"
"1407","ENSG00000078070","MCCC1","ENSG00000078070;MCCC1"
"20291","ENSG00000205937","RNPS1","ENSG00000205937;RNPS1"
"6972","ENSG00000134882","UBAC2","ENSG00000134882;UBAC2"
"986","ENSG00000066777","ARFGEF1","ENSG00000066777;ARFGEF1"
"15326","ENSG00000182872","RBM10","ENSG00000182872;RBM10"
"4347","ENSG00000114982","KANSL3","ENSG00000114982;KANSL3"
"5397","ENSG00000123561","SERPINA7","ENSG00000123561;SERPINA7"
"11230","ENSG00000164091","WDR82","ENSG00000164091;WDR82"
"15063","ENSG00000181656","GPR88","ENSG00000181656;GPR88"
"4122","ENSG00000112941","TENT4A","ENSG00000112941;TENT4A"
"3640","ENSG00000109133","TMEM33","ENSG00000109133;TMEM33"
"12397","ENSG00000168653","NDUFS5","ENSG00000168653;NDUFS5"
"11926","ENSG00000166797","CIAO2A","ENSG00000166797;CIAO2A"
"1677","ENSG00000085978","ATG16L1","ENSG00000085978;ATG16L1"
"1776","ENSG00000088448","ANKRD10","ENSG00000088448;ANKRD10"
"4913","ENSG00000119537","KDSR","ENSG00000119537;KDSR"
"12225","ENSG00000167962","ZNF598","ENSG00000167962;ZNF598"
"12154","ENSG00000167685","ZNF444","ENSG00000167685;ZNF444"
"9139","ENSG00000148843","PDCD11","ENSG00000148843;PDCD11"
"10410","ENSG00000160075","SSU72","ENSG00000160075;SSU72"
"7108","ENSG00000135596","MICAL1","ENSG00000135596;MICAL1"
"2253","ENSG00000100299","ARSA","ENSG00000100299;ARSA"
"3412","ENSG00000107341","UBE2R2","ENSG00000107341;UBE2R2"
"2935","ENSG00000104529","EEF1D","ENSG00000104529;EEF1D"
"2427","ENSG00000101019","UQCC1","ENSG00000101019;UQCC1"
"4209","ENSG00000113643","RARS1","ENSG00000113643;RARS1"
"6123","ENSG00000129255","MPDU1","ENSG00000129255;MPDU1"
"2138","ENSG00000099942","CRKL","ENSG00000099942;CRKL"
"9410","ENSG00000151502","VPS26B","ENSG00000151502;VPS26B"
"7011","ENSG00000135108","FBXO21","ENSG00000135108;FBXO21"
"3015","ENSG00000104969","SGTA","ENSG00000104969;SGTA"
"3379","ENSG00000106993","CDC37L1","ENSG00000106993;CDC37L1"
"14237","ENSG00000177239","MAN1B1","ENSG00000177239;MAN1B1"
"3165","ENSG00000105676","ARMC6","ENSG00000105676;ARMC6"
"6723","ENSG00000133135","RNF128","ENSG00000133135;RNF128"
"17314","ENSG00000197170","PSMD12","ENSG00000197170;PSMD12"
"3769","ENSG00000110330","BIRC2","ENSG00000110330;BIRC2"
"6891","ENSG00000134375","TIMM17A","ENSG00000134375;TIMM17A"
"956","ENSG00000066027","PPP2R5A","ENSG00000066027;PPP2R5A"
"15615","ENSG00000184014","DENND5A","ENSG00000184014;DENND5A"
"7949","ENSG00000140391","TSPAN3","ENSG00000140391;TSPAN3"
"6804","ENSG00000133943","DGLUCY","ENSG00000133943;DGLUCY"
"2513","ENSG00000101365","IDH3B","ENSG00000101365;IDH3B"
"781","ENSG00000058063","ATP11B","ENSG00000058063;ATP11B"
"3574","ENSG00000108691","CCL2","ENSG00000108691;CCL2"
"3512","ENSG00000108349","CASC3","ENSG00000108349;CASC3"
"3013","ENSG00000104964","TLE5","ENSG00000104964;TLE5"
"8556","ENSG00000144426","NBEAL1","ENSG00000144426;NBEAL1"
"4698","ENSG00000117395","EBNA1BP2","ENSG00000117395;EBNA1BP2"
"6429","ENSG00000131373","HACL1","ENSG00000131373;HACL1"
"39206","ENSG00000250799","PRODH2","ENSG00000250799;PRODH2"
"7378","ENSG00000136938","ANP32B","ENSG00000136938;ANP32B"
"11566","ENSG00000165322","ARHGAP12","ENSG00000165322;ARHGAP12"
"352","ENSG00000014824","SLC30A9","ENSG00000014824;SLC30A9"
"2903","ENSG00000104331","BPNT2","ENSG00000104331;BPNT2"
"4174","ENSG00000113369","ARRDC3","ENSG00000113369;ARRDC3"
"17735","ENSG00000198517","MAFK","ENSG00000198517;MAFK"
"2742","ENSG00000103018","CYB5B","ENSG00000103018;CYB5B"
"8445","ENSG00000143727","ACP1","ENSG00000143727;ACP1"
"1310","ENSG00000075426","FOSL2","ENSG00000075426;FOSL2"
"41910","ENSG00000254470","AP5B1","ENSG00000254470;AP5B1"
"2329","ENSG00000100519","PSMC6","ENSG00000100519;PSMC6"
"9982","ENSG00000156482","RPL30","ENSG00000156482;RPL30"
"9121","ENSG00000148719","DNAJB12","ENSG00000148719;DNAJB12"
"14536","ENSG00000178802","MPI","ENSG00000178802;MPI"
"13147","ENSG00000171853","TRAPPC12","ENSG00000171853;TRAPPC12"
"5186","ENSG00000121741","ZMYM2","ENSG00000121741;ZMYM2"
"13338","ENSG00000172667","ZMAT3","ENSG00000172667;ZMAT3"
"13704","ENSG00000174567","GOLT1A","ENSG00000174567;GOLT1A"
"1246","ENSG00000073910","FRY","ENSG00000073910;FRY"
"327","ENSG00000013288","MAN2B2","ENSG00000013288;MAN2B2"
"19658","ENSG00000203879","GDI1","ENSG00000203879;GDI1"
"36361","ENSG00000242612","DECR2","ENSG00000242612;DECR2"
"17668","ENSG00000198265","HELZ","ENSG00000198265;HELZ"
"6976","ENSG00000134900","TPP2","ENSG00000134900;TPP2"
"17445","ENSG00000197586","ENTPD6","ENSG00000197586;ENTPD6"
"2725","ENSG00000102908","NFAT5","ENSG00000102908;NFAT5"
"10495","ENSG00000160584","SIK3","ENSG00000160584;SIK3"
"12820","ENSG00000170471","RALGAPB","ENSG00000170471;RALGAPB"
"16306","ENSG00000186815","TPCN1","ENSG00000186815;TPCN1"
"10370","ENSG00000159692","CTBP1","ENSG00000159692;CTBP1"
"5557","ENSG00000124615","MOCS1","ENSG00000124615;MOCS1"
"50321","ENSG00000270231","NBPF8","ENSG00000270231;NBPF8"
"5467","ENSG00000124177","CHD6","ENSG00000124177;CHD6"
"2452","ENSG00000101161","PRPF6","ENSG00000101161;PRPF6"
"4910","ENSG00000119522","DENND1A","ENSG00000119522;DENND1A"
"3675","ENSG00000109519","GRPEL1","ENSG00000109519;GRPEL1"
"11175","ENSG00000163945","UVSSA","ENSG00000163945;UVSSA"
"8447","ENSG00000143742","SRP9","ENSG00000143742;SRP9"
"3798","ENSG00000110696","C11orf58","ENSG00000110696;C11orf58"
"13089","ENSG00000171604","CXXC5","ENSG00000171604;CXXC5"
"9644","ENSG00000153339","TRAPPC8","ENSG00000153339;TRAPPC8"
"8413","ENSG00000143537","ADAM15","ENSG00000143537;ADAM15"
"12291","ENSG00000168175","MAPK1IP1L","ENSG00000168175;MAPK1IP1L"
"13509","ENSG00000173473","SMARCC1","ENSG00000173473;SMARCC1"
"7995","ENSG00000140612","SEC11A","ENSG00000140612;SEC11A"
"8097","ENSG00000141429","GALNT1","ENSG00000141429;GALNT1"
"13090","ENSG00000171606","ZNF274","ENSG00000171606;ZNF274"
"6780","ENSG00000133706","LARS1","ENSG00000133706;LARS1"
"6221","ENSG00000130202","NECTIN2","ENSG00000130202;NECTIN2"
"3120","ENSG00000105499","PLA2G4C","ENSG00000105499;PLA2G4C"
"14695","ENSG00000179604","CDC42EP4","ENSG00000179604;CDC42EP4"
"17689","ENSG00000198355","PIM3","ENSG00000198355;PIM3"
"4260","ENSG00000114166","KAT2B","ENSG00000114166;KAT2B"
"12315","ENSG00000168288","MMADHC","ENSG00000168288;MMADHC"
"1715","ENSG00000087074","PPP1R15A","ENSG00000087074;PPP1R15A"
"4463","ENSG00000115648","MLPH","ENSG00000115648;MLPH"
"15160","ENSG00000182158","CREB3L2","ENSG00000182158;CREB3L2"
"54451","ENSG00000277972","CISD3","ENSG00000277972;CISD3"
"15071","ENSG00000181722","ZBTB20","ENSG00000181722;ZBTB20"
"9958","ENSG00000156273","BACH1","ENSG00000156273;BACH1"
"8156","ENSG00000141699","RETREG3","ENSG00000141699;RETREG3"
"8150","ENSG00000141664","ZCCHC2","ENSG00000141664;ZCCHC2"
"3547","ENSG00000108551","RASD1","ENSG00000108551;RASD1"
"9468","ENSG00000151923","TIAL1","ENSG00000151923;TIAL1"
"6461","ENSG00000131508","UBE2D2","ENSG00000131508;UBE2D2"
"9099","ENSG00000148498","PARD3","ENSG00000148498;PARD3"
"6353","ENSG00000130830","MPP1","ENSG00000130830;MPP1"
"696","ENSG00000051620","HEBP2","ENSG00000051620;HEBP2"
"16247","ENSG00000186522","SEPTIN10","ENSG00000186522;SEPTIN10"
"10461","ENSG00000160299","PCNT","ENSG00000160299;PCNT"
"7702","ENSG00000138670","RASGEF1B","ENSG00000138670;RASGEF1B"
"2098","ENSG00000099377","HSD3B7","ENSG00000099377;HSD3B7"
"10402","ENSG00000160014","CALM3","ENSG00000160014;CALM3"
"13953","ENSG00000175866","BAIAP2","ENSG00000175866;BAIAP2"
"6228","ENSG00000130227","XPO7","ENSG00000130227;XPO7"
"16407","ENSG00000187231","SESTD1","ENSG00000187231;SESTD1"
"2425","ENSG00000101004","NINL","ENSG00000101004;NINL"
"1588","ENSG00000083168","KAT6A","ENSG00000083168;KAT6A"
"5859","ENSG00000126822","PLEKHG3","ENSG00000126822;PLEKHG3"
"1888","ENSG00000090581","GNPTG","ENSG00000090581;GNPTG"
"9020","ENSG00000147862","NFIB","ENSG00000147862;NFIB"
"4386","ENSG00000115241","PPM1G","ENSG00000115241;PPM1G"
"10153","ENSG00000157985","AGAP1","ENSG00000157985;AGAP1"
"903","ENSG00000064932","SBNO2","ENSG00000064932;SBNO2"
"2750","ENSG00000103043","VAC14","ENSG00000103043;VAC14"
"15771","ENSG00000184677","ZBTB40","ENSG00000184677;ZBTB40"
"1043","ENSG00000068400","GRIPAP1","ENSG00000068400;GRIPAP1"
"15496","ENSG00000183576","SETD3","ENSG00000183576;SETD3"
"8134","ENSG00000141568","FOXK2","ENSG00000141568;FOXK2"
"36207","ENSG00000242247","ARFGAP3","ENSG00000242247;ARFGAP3"
"56191","ENSG00000280587","LINC01348","ENSG00000280587;LINC01348"
"4132","ENSG00000113048","MRPS27","ENSG00000113048;MRPS27"
